source_record_id,category,normalization_status,resume_excerpt,top_occ_candidates,top_skill_candidates,occupation_esco_id,skill_esco_id,annotator_notes
15293959,FITNESS,success,"CERTIFIED MASTER PERSONAL TRAINER Professional Summary Seasoned health and fitness professional who provides personalized fitness and wellness programs to people of all ages and skill levels. A nationally Certified Master Personal Trainer using holistic mind and body philosophies to assist clients in reaching and maintaining fitness goals. Core Qualifications Microsoft Word, Excel, and Adobe Strong organizational skills Photoshop Effective in a team environment Experience Certified Master Person","1:personal trainer [http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523] (fuzzy,0.9200) || 2:video and motion picture director [http://data.europa.eu/esco/occupation/1a7fb683-6544-4442-b54c-ec72ef468ff0] (fuzzy,0.9200) || 3:sport facility manager [http://data.europa.eu/esco/occupation/825ab049-2f0c-4acf-b402-9c6bb51acca2] (fuzzy,0.9200)","1:statistics [http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833] (exact,1.0000) || 2:use word processing software [http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330] (fuzzy,0.9200) || 3:prepare timelines for pipeline development projects [http://data.europa.eu/esco/skill/88547698-700d-41dc-b0c1-515adf63f9bf] (fuzzy,0.9200) || 4:sell software personal training [http://data.europa.eu/esco/skill/9710209e-d80f-4459-aaa4-28aafadb008d] (fuzzy,0.9200) || 5:design training programmes for animals [http://data.europa.eu/esco/skill/460e8818-6b57-4187-b60e-1605a7bb5a85] (fuzzy,0.9200) || 6:design training programmes for individuals and animals [http://data.europa.eu/esco/skill/3195829f-34e5-4509-a26c-eb8c7fbb1056] (fuzzy,0.9200) || 7:communication [http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7] (fuzzy,0.9200) || 8:communicate verbal instructions [http://data.europa.eu/esco/skill/0f46a403-9606-465f-8247-8ae975ff4f35] (fuzzy,0.9200) || 9:train dealers in gaming [http://data.europa.eu/esco/skill/270c779d-ce28-4731-a817-f7247c43e7d9] (fuzzy,0.7973)",http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833;http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330,
15353911,DIGITAL-MEDIA,success,"LEAD ARTIST Summary I'm a fast-learning and enthusiastic animator seeking professional experience. I have over 7 years of formal art training, both digital and traditional. I'm skilled at design and character animation. Software Skills Animation: Toon Boom Harmony, TV Paint, Adobe Flash Illustration: Adobe Photoshop, Adobe Illustrator, Aseprite, Paintool SAI, Gimp Post-Production: Adobe After-Effects, Adobe Premiere, Final Cut Pro Experience 02/2017 - Current Company Name － City , State Lead Art","1:animation layout artist [http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53] (fuzzy,0.9800) || 2:drawing artist [http://data.europa.eu/esco/occupation/42ff9e52-1f56-427d-b772-b9328c39b98a] (fuzzy,0.9200) || 3:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9200)","1:Adobe Illustrator [http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326] (exact,1.0000) || 2:express yourself creatively [http://data.europa.eu/esco/skill/93350886-a21b-4e61-a1b1-319a325c0f90] (fuzzy,0.9200) || 3:Adobe Photoshop [http://data.europa.eu/esco/skill/14ced458-5f4b-495f-bd3d-9c240614bda0] (fuzzy,0.9200) || 4:graphics editor software [http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516] (fuzzy,0.9200) || 5:GIMP (graphics editor software) [http://data.europa.eu/esco/skill/4a466c62-db7d-4905-9a41-f23214810acb] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53,http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326;http://data.europa.eu/esco/skill/93350886-a21b-4e61-a1b1-319a325c0f90,
15423153,BUSINESS-DEVELOPMENT,success,"BUSINESS DEVELOPMENT REP Summary Results-oriented, high-energy, ambitious marketing professional, with a successful record of accomplishments. 10+ years' experience in sales, marketing, and business development. Passionate, skilled social media expert with five years of experience managing professional social media accounts and content marketing. Major strengths include strong team leadership, excellent communication skills, competency, versatility, attention to detail, as well as supervisory sk","1:bank manager [http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce] (fuzzy,0.9500) || 2:business analyst [http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed] (fuzzy,0.9500) || 3:business manager [http://data.europa.eu/esco/occupation/544cd9cf-e2ee-4ac0-8a02-7147af6b97d7] (fuzzy,0.9350) || 4:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9200) || 5:executive assistant [http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44] (fuzzy,0.9200) || 6:department manager [http://data.europa.eu/esco/occupation/94e0bedd-e56e-42be-a5a4-b74a260f437c] (fuzzy,0.8328)","1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:customer relationship management [http://data.europa.eu/esco/skill/dc9a236c-c640-43c3-812f-269403591edb] (alt_label,0.9500) || 3:electronic communication [http://data.europa.eu/esco/skill/debef2fc-7af4-4bff-ac92-4d0317915a84] (alt_label,0.9500) || 4:peform small vessel administrative duties [http://data.europa.eu/esco/skill/0194a8eb-c262-411a-ad3f-f3d587630562] (fuzzy,0.9200) || 5:manage a healthcare unit budget [http://data.europa.eu/esco/skill/072a702d-70c3-4959-91c7-85e69d143894] (fuzzy,0.9200) || 6:align efforts towards business development [http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10] (fuzzy,0.9200) || 7:develop business case [http://data.europa.eu/esco/skill/a4bbd0d9-a6be-4472-b05d-291e60cf6b4b] (fuzzy,0.9200) || 8:use content management system software [http://data.europa.eu/esco/skill/56a10e3e-c9e7-4d39-b6f1-6013398fcb3a] (fuzzy,0.9200) || 9:framework for a safety management system [http://data.europa.eu/esco/skill/81672802-5463-4676-87aa-3d0f7d8d4f8e] (fuzzy,0.9200) || 10:content marketing strategy [http://data.europa.eu/esco/skill/b0560439-14eb-41d1-aa53-1938efc24123] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/dc9a236c-c640-43c3-812f-269403591edb,
15535920,CONSULTANT,success,"BUSINESS CONSULTANT Professional Summary IT Business/Sales/Operations position where my experience and technical knowledge can contribute and positively impact strategic improvements. Drive and support change for process improvement, implement technology solutions in fast paced evolving environments. I enjoy interacting with people to solve problems creatively and appreciate working in a diverse environment. Technology / OPERATIONS 10+ years working in technical and operations environments suppo","1:business consultant [http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97] (exact,1.0000) || 2:business analyst [http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed] (fuzzy,0.9500) || 3:business economics researcher [http://data.europa.eu/esco/occupation/12ff7f9c-c5b5-4d4a-b585-c350dd1400eb] (fuzzy,0.9200)","1:Cisco [http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a] (exact,1.0000) || 2:customer relationship management [http://data.europa.eu/esco/skill/dc9a236c-c640-43c3-812f-269403591edb] (alt_label,0.9500) || 3:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (alt_label,0.9500) || 4:computer technology [http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5] (alt_label,0.9500) || 5:develop business case [http://data.europa.eu/esco/skill/a4bbd0d9-a6be-4472-b05d-291e60cf6b4b] (fuzzy,0.9200) || 6:develop online sales business plan [http://data.europa.eu/esco/skill/eb2ae1c7-ba57-4695-8f29-9dd41c26e01e] (fuzzy,0.9200) || 7:analyse business plans [http://data.europa.eu/esco/skill/5da3c765-10a3-49eb-934c-ec401ceb1a34] (fuzzy,0.9200) || 8:develop aquaculture hatchery business plan [http://data.europa.eu/esco/skill/0c8f5f32-a286-4f88-b9e9-d7e7f3a3684b] (fuzzy,0.9200) || 9:business processes [http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5] (fuzzy,0.9200) || 10:analyse call centre activities [http://data.europa.eu/esco/skill/3bb6f78f-24f3-4799-b247-91a0c4bf5d81] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97,http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a;http://data.europa.eu/esco/skill/dc9a236c-c640-43c3-812f-269403591edb,
15564893,CONSTRUCTION,success,"CONSTRUCTION HELPER Summary Hardworking and Experienced Construction Worker who is dependable, reliable and knowledgeable about the tools, materials and methods used in construction.Motivated to get along well with others and exceed expectations. With three years of experience in the carpentry trade and construction. Highlights Residential construction Leadership Exceptional problem solver Sandbagging Excellent driving record Strong communication skills Friendly and hardworking Detail-oriented A","1:carpenter [http://data.europa.eu/esco/occupation/2a22ff9e-de3b-408d-b312-5034896cc4f4] (fuzzy,0.9200) || 2:set builder [http://data.europa.eu/esco/occupation/34e1c889-0fd1-4d1f-aba9-3b6263ae667a] (fuzzy,0.9200)","1:Arabic [http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a] (exact,1.0000) || 2:carpentry [http://data.europa.eu/esco/skill/19858dd3-a5fe-4855-b644-6ecfefd1c384] (exact,1.0000) || 3:English [http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0] (exact,1.0000) || 4:Spanish [http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7] (exact,1.0000)",http://data.europa.eu/esco/occupation/2a22ff9e-de3b-408d-b312-5034896cc4f4,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a;http://data.europa.eu/esco/skill/19858dd3-a5fe-4855-b644-6ecfefd1c384,
15575117,HR,success,"HR SENIOR SPECIALIST Career Overview Dedicated Service Representative Professional motivated to maintain customer satisfaction and contribute to company success. Core Strengths Excel, Data entry systems, Outlook, Microsoft systems Amisys, Access. Able to master, process and apply new skills and concepts quickly. Customer service expert Telephone inquiries specialist Courteous demeanor Accomplishments Customer Assistance Worked with company systems such as Live Support and diligently completed al","1:human resources assistant [http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd] (fuzzy,0.9350) || 2:human resources officer [http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb] (fuzzy,0.9350) || 3:talent acquisition manager [http://data.europa.eu/esco/occupation/a6e8a6bf-9209-4d19-a131-a8b6431e0f75] (fuzzy,0.9200) || 4:insurance claims handler [http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5] (fuzzy,0.9200) || 5:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9200) || 6:executive assistant [http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44] (fuzzy,0.9200) || 7:legal administrative assistant [http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7] (fuzzy,0.9200)","1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:network marketing [http://data.europa.eu/esco/skill/4e8ad2b8-d80c-4701-91aa-cd874142ef2d] (alt_label,0.9500) || 3:analyse call centre activities [http://data.europa.eu/esco/skill/3bb6f78f-24f3-4799-b247-91a0c4bf5d81] (fuzzy,0.9200) || 4:Computer Assisted Language Learning [http://data.europa.eu/esco/skill/b8df1689-6763-437d-bfca-fe03d43f36c3] (fuzzy,0.9200) || 5:supervise data entry [http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd] (fuzzy,0.9200) || 6:maintain data entry requirements [http://data.europa.eu/esco/skill/88564d2d-2dc9-4789-864a-f9cb73f389ec] (fuzzy,0.9200) || 7:English [http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0] (fuzzy,0.9200) || 8:identify necessary human resources [http://data.europa.eu/esco/skill/b22e46d7-1c5f-4837-943f-7f75531acc26] (fuzzy,0.9200) || 9:accurately estimate work hours [http://data.europa.eu/esco/skill/bd556223-d9af-434b-a6bf-e70fa3ed3d12] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/4e8ad2b8-d80c-4701-91aa-cd874142ef2d,
15636923,HEALTHCARE,partial,"CERTIFIED PERSONAL TRAINER Professional Summary Certified Personal Trainer 4+ years of experience with formal training in business development, leadership, health and fitness. Extensive sales and customer service experience.Passionate about designing exercise and nutrition plans to maximize workout efficiency, improve fitness, boost stamina and increase overall well being. Very Goal-oriented and self-motivated with talent in motivating others and developing a foundation to meet individual client","1:personal trainer [http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523] (exact,1.0000) || 2:oil refinery control room operator [http://data.europa.eu/esco/occupation/217e7ae2-605d-4225-afd2-6319c2408116] (fuzzy,0.9200)",,http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523,,
15821633,ACCOUNTANT,success,ACCOUNTANT Summary Results driven and award winning accounting and auditing professional with over ten years of experience. Motivated team leader and excellent mentor. Exceptional skills in: Generally Accepted Accounting Principles Generally Accepted Auditing Standards Interviewing Techniques Research & Data Gathering Financial Analysis Budget Preparation Accounts Payable/Accounts Receivable Implementing Effective Internal Controls OMB Circular A-133 MS Office Experience 09/2015 to 03/2016 Accou,"1:accountant [http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897] (exact,1.0000) || 2:financial controller [http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd] (alt_label,0.9950) || 3:financial auditor [http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21] (fuzzy,0.9650)","1:accounting [http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b] (exact,1.0000) || 2:database [http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576] (exact,1.0000) || 3:financial statements [http://data.europa.eu/esco/skill/4a460161-eaea-4fe2-bd0e-164ccc635be1] (exact,1.0000) || 4:statistics [http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833] (alt_label,0.9500) || 5:perform contract compliance audits [http://data.europa.eu/esco/skill/5b8a3dd2-de10-48a0-8ce5-522f1fff8450] (fuzzy,0.9200) || 6:report facts [http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822] (fuzzy,0.9200) || 7:operate cash register [http://data.europa.eu/esco/skill/0cb013af-6dd9-4fb2-b34e-63dda1a5cf82] (fuzzy,0.9200) || 8:clinical decision-making at advanced practice [http://data.europa.eu/esco/skill/a5a21732-eb04-4f94-a72f-c138b3f7c33f] (fuzzy,0.9200) || 9:apply decision making within social work [http://data.europa.eu/esco/skill/a9661351-4d11-477e-9f8c-e22dab6596d6] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b;http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,
15823995,AVIATION,success,"RECRUITER-IN-CHARGE Summary Accomplished and detail-oriented professional offering excellent organizational skills and ability to manage complex projects with accuracy. Excellent communication and management skills, able to deliver informative recommendations to senior leadership regarding long-term strategic planning and decision making. Disciplined approach to tasks and ability to anticipate potential obstacles are attributes which contribute to a strong record of excellence and acknowledgment","1:chief executive officer [http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2] (fuzzy,0.9200) || 2:video and motion picture director [http://data.europa.eu/esco/occupation/1a7fb683-6544-4442-b54c-ec72ef468ff0] (fuzzy,0.9200) || 3:electronics production supervisor [http://data.europa.eu/esco/occupation/83191970-020d-4350-b2e0-be971533d286] (fuzzy,0.9200) || 4:battery manufacturing technician [http://data.europa.eu/esco/occupation/10841c22-0154-48ab-aaca-ce61b9a8e448] (fuzzy,0.9200)","1:logic [http://data.europa.eu/esco/skill/294cf13e-4fdf-4cb8-bb6b-31b9da7f4819] (exact,1.0000) || 2:radars [http://data.europa.eu/esco/skill/286d0e0d-48e9-4210-b110-b1fbf04c35f1] (alt_label,0.9500) || 3:use hand tools [http://data.europa.eu/esco/skill/7cd6de25-f691-4aac-81a2-a9d09b004b38] (fuzzy,0.9200) || 4:use hand tools to make tobacco products [http://data.europa.eu/esco/skill/d94d9eaa-073f-40bc-b111-5f6278e7d742] (fuzzy,0.9200) || 5:personnel management [http://data.europa.eu/esco/skill/88b406d0-72e2-4087-be19-d5992d259473] (fuzzy,0.9200) || 6:human resource management [http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba] (fuzzy,0.9200) || 7:coordinate transport staff training [http://data.europa.eu/esco/skill/dd3518ef-691b-4f98-8fe1-52b79edd4b25] (fuzzy,0.9200) || 8:participate in health personnel training [http://data.europa.eu/esco/skill/4be3c34e-47ba-4881-ac74-8bd244e0b04c] (fuzzy,0.9200) || 9:manage contracts [http://data.europa.eu/esco/skill/92721092-fe7c-4689-96bd-4f02385bc0e7] (fuzzy,0.8951) || 10:laboratory techniques [http://data.europa.eu/esco/skill/8259c2c0-2749-41e2-a4a8-4a64a76eab37] (fuzzy,0.8248)",http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,http://data.europa.eu/esco/skill/294cf13e-4fdf-4cb8-bb6b-31b9da7f4819;http://data.europa.eu/esco/skill/286d0e0d-48e9-4210-b110-b1fbf04c35f1,
15973307,SALES,partial,"SALES CONSULTANT Summary A current sophomore majoring in sociology whom enjoys working and interacting with people. Technologically savvy, a quick learner, and a strong work ethic ensures great leadership as well as a great team member. Always willing to put best effort into work to accomplish goals with a friendly and positive attitude that contributes to a pleasant work environment. Experience Company Name City , State Sales Consultant 07/2017 to 08/2017 Processed customer payments with an upl","1:commercial sales representative [http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2] (alt_label,0.9500) || 2:sales account manager [http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d] (fuzzy,0.9200) || 3:bank manager [http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce] (fuzzy,0.9200) || 4:business analyst [http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed] (fuzzy,0.9200)",,http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2,,
16270906,TEACHER,success,"TEACHER Accomplishments Monitor school districts in delinquent status and recommend warrants to withhold state funds administered by the Texas Education Agency with an effort to collect outstanding dues Selected to be a TRS innovative committee member in 2015 for the purpose of improving business processes and increase productivity. Upon completion, management has recognized the participating members for the project's outstanding results, time and effort Rewarded for outstanding performance in 2","1:administrative assistant [http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652] (exact,1.0000) || 2:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (alt_label,0.9500) || 3:statistical assistant [http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825] (alt_label,0.9500) || 4:politics lecturer [http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233] (alt_label,0.9500) || 5:bookkeeper [http://data.europa.eu/esco/occupation/c3aae59e-1441-4b3e-bdd1-6da50dc7cf42] (alt_label,0.9500) || 6:consumer electronics repair technician [http://data.europa.eu/esco/occupation/f8ab2e08-d14e-4938-a2cd-c04821556db7] (fuzzy,0.9200)","1:accounting [http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b] (exact,1.0000) || 2:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 3:carry out end of day accounts [http://data.europa.eu/esco/skill/85e77619-6723-48cd-9654-2bcbe71054f9] (fuzzy,0.9200) || 4:check accounting records [http://data.europa.eu/esco/skill/5f1ebff6-98ec-411f-a1d4-0bf04bd03bdf] (fuzzy,0.9200) || 5:supervise data entry [http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd] (fuzzy,0.9200) || 6:maintain data entry requirements [http://data.europa.eu/esco/skill/88564d2d-2dc9-4789-864a-f9cb73f389ec] (fuzzy,0.9200) || 7:credit card payments [http://data.europa.eu/esco/skill/499031e7-9821-4728-adb8-2925663c6ef2] (fuzzy,0.9200) || 8:operate electronic payment terminals [http://data.europa.eu/esco/skill/1558e8f3-67c9-4be6-bf2c-c5ab7b6de5f9] (fuzzy,0.9200) || 9:issue purchase orders [http://data.europa.eu/esco/skill/73225018-7139-433b-bdba-2b90774761d9] (fuzzy,0.9200) || 10:perform procurement processes [http://data.europa.eu/esco/skill/9e9a4209-c7cf-4f6e-973e-dc2ffadccc74] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b;http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc,
16594812,CHEF,success,"CHEF Professional Summary To obtain a position within an environment that offers a challenge and the capability to gain more knowledge about the company. To be given the opportunity to grow within the company and the chance to progress in my career. Once a job is obtained within a specific organization, to have the ability to help the company advance productively and efficiently. Professional Experience Company Name August 2007 to September 2009 Chef City , State Prepped food for catered events ","1:chef [http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588] (exact,1.0000) || 2:cook [http://data.europa.eu/esco/occupation/90f75f67-495d-49fa-ab57-2f320e251d7e] (exact,1.0000) || 3:cashier [http://data.europa.eu/esco/occupation/2b871272-bd61-4206-bd1a-0b96d7023098] (exact,1.0000)","1:produce sales reports [http://data.europa.eu/esco/skill/b0565bd9-29c8-42f6-b174-702970fc2f4f] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588,http://data.europa.eu/esco/skill/b0565bd9-29c8-42f6-b174-702970fc2f4f,
16702198,HEALTHCARE,success,"KEY ACCOUNT MANAGER Summary Accomplished pharmaceutical and medical device senior sales specialists with over 25 years of experience. Proven track record in prospecting, consultive sales, new business development and customer retention. Proficient in sales presentations, intoducing and detailing products and conducting in services with physicians, staff, C-Suite and OR technicians. Keen ability to identify customer needs, provide solutions and utilize well developed skills to close business. Hig","1:sales account manager [http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d] (alt_label,0.9500) || 2:commercial sales representative [http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2] (fuzzy,0.9350) || 3:human resources officer [http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb] (fuzzy,0.8460) || 4:wholesale merchant [http://data.europa.eu/esco/occupation/3ac7fbb4-91b2-4d4d-abc8-7a6c55ed648f] (fuzzy,0.8328)","1:project management [http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388] (exact,1.0000) || 2:project commissioning [http://data.europa.eu/esco/skill/4ca91852-c534-4b98-ab1c-59a126534c88] (alt_label,0.9500) || 3:use spreadsheets software [http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be] (alt_label,0.9500) || 4:report on overall management of a business [http://data.europa.eu/esco/skill/307ffd2d-8fb3-43ff-8ad8-4052382f8f83] (fuzzy,0.9200) || 5:analyse business plans [http://data.europa.eu/esco/skill/5da3c765-10a3-49eb-934c-ec401ceb1a34] (fuzzy,0.9200) || 6:develop aquaculture hatchery business plan [http://data.europa.eu/esco/skill/0c8f5f32-a286-4f88-b9e9-d7e7f3a3684b] (fuzzy,0.9200) || 7:develop artistic educational activities [http://data.europa.eu/esco/skill/88cc9573-e12f-4915-a915-5c3ee19891cb] (fuzzy,0.9200) || 8:study craft trends [http://data.europa.eu/esco/skill/5a59dbb9-d2f9-420f-b169-3949460cc4ff] (fuzzy,0.9200) || 9:analyse energy market trends [http://data.europa.eu/esco/skill/28878fd9-9a17-452a-b3b8-5db5c63d7905] (fuzzy,0.9200) || 10:analyse market financial trends [http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d,http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388;http://data.europa.eu/esco/skill/4ca91852-c534-4b98-ab1c-59a126534c88,
