source_record_id,category,normalization_status,resume_excerpt,top_occ_candidates,top_skill_candidates,occupation_esco_id,skill_esco_id,annotator_notes
18645964,BANKING,partial,"REVOLVING CREDIT SUPPORT SPECIALIST Professional Background Energetic, dedicated Support Specialist with strong interpersonal skills and 8+ years of contact center and customer service experience. Proven ability to work effectively with people of various ages, cultural backgrounds, and socio-economic statuses. Financial and Customer Support background and the ability to build new and strengthen existing relationships. Great attitude, strong work ethics and customer focused outlook. Well-develope",,"1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:database [http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576] (exact,1.0000) || 3:economics [http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa] (alt_label,0.9500) || 4:analyse call centre activities [http://data.europa.eu/esco/skill/3bb6f78f-24f3-4799-b247-91a0c4bf5d81] (fuzzy,0.9200) || 5:Computer Assisted Language Learning [http://data.europa.eu/esco/skill/b8df1689-6763-437d-bfca-fe03d43f36c3] (fuzzy,0.9200) || 6:lead the dental team [http://data.europa.eu/esco/skill/06ec0ecb-87fc-47a4-8348-81df2470ff3d] (fuzzy,0.9200) || 7:report to the team leader [http://data.europa.eu/esco/skill/f9411f5f-0bb8-4f92-91c4-38b8b38e5179] (fuzzy,0.9200) || 8:manage truck drivers [http://data.europa.eu/esco/skill/148ee840-2b81-44e5-914c-4c19ed1649ea] (fuzzy,0.9200) || 9:manage time in casting processes [http://data.europa.eu/esco/skill/52f53839-858c-482d-a9cb-c2f40dd1c506] (fuzzy,0.9200) || 10:manage time in tourism [http://data.europa.eu/esco/skill/86ffa56b-12f5-4dcd-8afd-9251fbb6b496] (fuzzy,0.9200)",,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,
18714571,HEALTHCARE,partial,"CNA IN SKILLED HEALTHCARE Professional Background I am looking to further my career using my knowledge and skills obtained in the healthcare industry over the past eleven years. I feel I could contribute to any company where I may be employed by utilizing the training, skills, and experience I have acquired. Skill Highlights ADL's Vitals I/O Caretracker Documentation Positioning Gait Belt Sliding Board Transfer Mechanical Lifts Accomplishments Trained new employees at Redstone Highlands. Geriatr",,"1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:think creatively [http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41] (fuzzy,0.9200) || 3:web programming [http://data.europa.eu/esco/skill/69bbd53f-fbb0-4476-b4b2-ef7844464e28] (fuzzy,0.9200)",,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41,
18856440,CONSULTANT,success,"CONSULTANT Summary Hard-working, entry-level Office Assistant, looking to apply my education and experience to a job in Administration. Customer service-oriented Administrative Assistant skilled in greeting patients, scheduling appointments and preparing patient charts. Highlights Microsoft Word, Excel, PowerPoint Detail oriented Planning/coordinating Team leadership Professional demeanor Customer Service Customer Satisfaction Critical thinker Excellent research skills Accomplishments Experience","1:companion [http://data.europa.eu/esco/occupation/d5954a2b-a525-45b7-b6d9-b62efafc6c78] (alt_label,0.9500) || 2:sewing machinist [http://data.europa.eu/esco/occupation/517c01aa-e875-4690-bf38-17307a57eafe] (alt_label,0.9500) || 3:dressmaker [http://data.europa.eu/esco/occupation/5589e8e0-48d9-4193-8c85-86ba9f17e0e9] (alt_label,0.9500) || 4:tailor [http://data.europa.eu/esco/occupation/978ae3a2-0831-415a-8396-b84dde656fc5] (alt_label,0.9500) || 5:manicurist [http://data.europa.eu/esco/occupation/bced9b86-d4e7-42f8-bb47-acb2001b9bd0] (alt_label,0.9500)","1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:electronic communication [http://data.europa.eu/esco/skill/debef2fc-7af4-4bff-ac92-4d0317915a84] (alt_label,0.9500) || 3:use word processing software [http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330] (fuzzy,0.9200) || 4:research passenger needs [http://data.europa.eu/esco/skill/81824871-4923-4618-85d5-dfd137568c37] (fuzzy,0.9200) || 5:satisfy customers [http://data.europa.eu/esco/skill/8330c86e-63cf-4be6-849f-4f77628cc5c5] (fuzzy,0.9200) || 6:supervise data entry [http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd] (fuzzy,0.9200) || 7:maintain data entry requirements [http://data.europa.eu/esco/skill/88564d2d-2dc9-4789-864a-f9cb73f389ec] (fuzzy,0.9200) || 8:manage time in casting processes [http://data.europa.eu/esco/skill/52f53839-858c-482d-a9cb-c2f40dd1c506] (fuzzy,0.9200) || 9:manage time in tourism [http://data.europa.eu/esco/skill/86ffa56b-12f5-4dcd-8afd-9251fbb6b496] (fuzzy,0.9200) || 10:organise travel arrangements for staff [http://data.europa.eu/esco/skill/382ed835-8958-4d86-8471-cff55c6df3e7] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/d5954a2b-a525-45b7-b6d9-b62efafc6c78,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/debef2fc-7af4-4bff-ac92-4d0317915a84,
19464810,TEACHER,success,"TEACHER Professional Summary Highly organized and detail-oriented Administrative Professional with more than 10 years experience supplying thorough, organized administrative support to senior executives. Skills Filing and data archiving, Employee training and development, Critical thinker, Microsoft Office (Excel, Publisher, PowerPoint, Word), Multi-line phone proficiency, Advanced clerical knowledge, Invoice processing, Accounting familiarity, Appointment setting, Social media knowledge, Works ","1:administrative assistant [http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652] (exact,1.0000) || 2:customer service representative [http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7] (exact,1.0000) || 3:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (alt_label,1.0000) || 4:statistical assistant [http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825] (alt_label,0.9650) || 5:client relations manager [http://data.europa.eu/esco/occupation/725090a7-9943-4dae-8079-a6999d21ddba] (alt_label,0.9500) || 6:politics lecturer [http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233] (alt_label,0.9500) || 7:bank teller [http://data.europa.eu/esco/occupation/2ff9e53c-6e7f-42af-8d71-b5dd7f283089] (alt_label,0.9500) || 8:dental chairside assistant [http://data.europa.eu/esco/occupation/bdc74965-1d1a-4f8e-a490-9cf71f494e02] (alt_label,0.9500)","1:accounting [http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b] (fuzzy,0.9200) || 2:database [http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576] (fuzzy,0.9200) || 3:database management systems [http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f] (fuzzy,0.9200) || 4:use spreadsheets software [http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be] (fuzzy,0.8996) || 5:use microsoft office [http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535] (fuzzy,0.8178) || 6:develop practices to conduct effective sport club management [http://data.europa.eu/esco/skill/1588302d-dfa9-4ed8-ba37-caa87f9f50bb] (fuzzy,0.8178) || 7:project configuration management [http://data.europa.eu/esco/skill/ccb2e5f2-4279-48fd-9d85-a1db42ff1e13] (fuzzy,0.8178) || 8:cope with stress [http://data.europa.eu/esco/skill/7a147904-22b3-498a-b4d9-7bceeb86b45d] (fuzzy,0.7945)",http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b;http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,
19558834,PUBLIC-RELATIONS,partial,"ASSOCIATE DIRECTOR Interests World Endeavors International Volunteer Program, Northern Thailand April-May 2006 Assisted Thai teachers and government officials in a primary school for underprivileged children with the goal of introducing new ways and means to improve the facility and educational experience. Undergraduate Writing Consultants Program Fall 2003 Recommended by professor because of high academic achievement, outstanding writing ability, and effective communication skills. Encouraged s",,"1:database [http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576] (exact,1.0000) || 2:logistics [http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb] (exact,1.0000) || 3:market research [http://data.europa.eu/esco/skill/8770350e-746f-4adb-9556-18ca68104be6] (exact,1.0000) || 4:public relations [http://data.europa.eu/esco/skill/5330b70e-16f5-43a7-a6de-18fd6a4bd063] (exact,1.0000) || 5:market analysis [http://data.europa.eu/esco/skill/b011c8b4-76e1-4bbc-8bb9-1d205e7b618a] (alt_label,0.9500) || 6:network marketing [http://data.europa.eu/esco/skill/4e8ad2b8-d80c-4701-91aa-cd874142ef2d] (alt_label,0.9500) || 7:advertise auction sales [http://data.europa.eu/esco/skill/cacc293c-13a0-468c-96c1-31a6d4c1c0ba] (fuzzy,0.9200) || 8:digital marketing techniques [http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf] (fuzzy,0.9200) || 9:draft press releases [http://data.europa.eu/esco/skill/7800332c-a8eb-4792-8d72-50d509616154] (fuzzy,0.9200) || 10:journalism [http://data.europa.eu/esco/skill/3391d6dd-d584-4c8c-9af9-d2f0c45e2b4b] (fuzzy,0.9200)",,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576;http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,
19671909,ARTS,partial,"MIDDLE SCHOOL PRINCIPAL Executive Profile To obtain the job that continues to expand my administrative experience working with staff, students and parents to develop a shared vision and leading school community in achieving those goals. I firmly believe that all children deserve to have every opportunity to learn in a positive, supportive environment as well as have a multitude of opportunities to discover and explore areas of interest helping them to develop into a well-rounded individual who w","1:headteacher [http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7] (fuzzy,0.9200) || 2:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9200) || 3:deputy head teacher [http://data.europa.eu/esco/occupation/2b7d34db-11b6-4c10-b227-3917752e28ac] (fuzzy,0.9200) || 4:secondary school teacher [http://data.europa.eu/esco/occupation/5efb2c08-ba3a-4659-a2e4-1883f54e77b6] (fuzzy,0.9200) || 5:language school teacher [http://data.europa.eu/esco/occupation/9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e] (fuzzy,0.9200) || 6:educational counsellor [http://data.europa.eu/esco/occupation/2412bbb1-29ca-4e17-a2b8-70694f0cb14f] (fuzzy,0.9200)",,http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7,,
20544228,ADVOCATE,success,"LEAD PHARMACY TECHNICIAN ADVOCATE - SUPERVISOR Experience Lead Pharmacy Technician Advocate - Supervisor June 2005 to Current Company Name － City , State Assist pharmacist in provision of pharmaceutical care by reviewing, collecting, and entering data used by pharmacists. Directly supervise the pharmacy technicians to keep a constant flow. Accountable for managing the day to day activities of the technician staff, scheduling technicians, and providing staff development. Under the supervision of ","1:restaurant manager [http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6] (exact,1.0000) || 2:lawyer [http://data.europa.eu/esco/occupation/974d4eab-fbee-4c52-b16e-73bdd8c25b53] (alt_label,0.9800) || 3:justice of the peace [http://data.europa.eu/esco/occupation/f634ce9b-68a5-4a8a-af4a-ed13fc0deba9] (alt_label,0.9650) || 4:accommodation manager [http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae] (alt_label,0.9500) || 5:lottery cashier [http://data.europa.eu/esco/occupation/3f32394b-f1b1-48ef-96ee-74405fb7c6b6] (fuzzy,0.9500)","1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:office equipment [http://data.europa.eu/esco/skill/5a234b3b-63b4-482f-b481-a1ff9d95bbf8] (exact,1.0000) || 3:strategic planning [http://data.europa.eu/esco/skill/949ced5f-7536-4614-ac60-563ffc91a2f2] (exact,1.0000) || 4:align efforts towards business development [http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10] (fuzzy,0.9200) || 5:develop business case [http://data.europa.eu/esco/skill/a4bbd0d9-a6be-4472-b05d-291e60cf6b4b] (fuzzy,0.9200) || 6:apply case management [http://data.europa.eu/esco/skill/2ffc7a73-7e1d-434a-b498-2b0c056ced1d] (fuzzy,0.9200) || 7:legal case management [http://data.europa.eu/esco/skill/66aad490-1c20-4e25-b189-634a218ee53e] (fuzzy,0.9200) || 8:supervise data entry [http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd] (fuzzy,0.9200) || 9:maintain data entry requirements [http://data.europa.eu/esco/skill/88564d2d-2dc9-4789-864a-f9cb73f389ec] (fuzzy,0.9200) || 10:carry out inventory control accuracy [http://data.europa.eu/esco/skill/53815c73-d352-4d4d-92cb-fb7020cbd8e6] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/5a234b3b-63b4-482f-b481-a1ff9d95bbf8,
20681037,CONSTRUCTION,success,GARDEN ASSOCIATE Summary Dedicated Customer Service Representative motivated to maintain customer satisfaction and contribute to company success. Highlights Exceptional customer service Bilingual in [Spanish] Sales expertise Reliable Strong work ethic Team player Excellent communication skills Flexible Accomplishments Best Cashier in District award 3 Homer awards received for good customer skills/going above and beyond on basic job expectations. Experience 02/2010 to 09/2013 Garden Associate Com,"1:cashier [http://data.europa.eu/esco/occupation/2b871272-bd61-4206-bd1a-0b96d7023098] (exact,1.0000) || 2:civil engineering worker [http://data.europa.eu/esco/occupation/47300afa-5496-484c-8f65-14247a98b2b8] (alt_label,0.9500) || 3:road marker [http://data.europa.eu/esco/occupation/79082f76-4b11-4594-8437-2db567331f41] (alt_label,0.9500) || 4:building construction worker [http://data.europa.eu/esco/occupation/fb7e2f4f-1545-42f1-972e-94082e49c6dc] (alt_label,0.9500)","1:use word processing software [http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/2b871272-bd61-4206-bd1a-0b96d7023098,http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330,
21156767,CONSULTANT,failed,"Pavithra Shetty Summary Customer-oriented Principal Consultant knowledgeable about developing and implementing successful business solutions that drive productivity and growth. Offering expertise in SQL, Data Visualization, Scripting language and more than 6 years of experience in the software industry. Experience Principal Consultant Company Name | City , State | June 2018 - Current Design, Develop, Test and Document Business Intelligence reports: Gather Business needs to develop interactive da",,,,,
22452756,AUTOMOBILE,success,"SERVICES ENGINEER Summary Seeking a challenging and exciting job in a growth oriented industry were my potential for hard work and skills will be fully utilized Experience Services Engineer January 2007 to January 2010 Company Name Electrical items, for LEGRAND, HAVELLS, INDO ASIAN, From 2010 to march 2013 Job Function - Working as the Head General Goods COSCHARIS Group, 1-7 COSCHARIS Street. P.O. Box 71268, Lagos (Nigeria) Ph: +234-8123177630 COSCHARIS Group is the He started as a Technical for","1:heating, ventilation, air conditioning engineer [http://data.europa.eu/esco/occupation/1f97f6e6-0ac7-4e77-88ab-2e3801c5a223] (alt_label,0.9500) || 2:customer service representative [http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7] (alt_label,0.9500) || 3:service manager [http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94] (fuzzy,0.9200)","1:consultation [http://data.europa.eu/esco/skill/4b3c8605-819d-4b38-83fc-f23663e78dc9] (exact,1.0000) || 2:English [http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0] (exact,1.0000) || 3:Hindi [http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107] (exact,1.0000) || 4:supervise data entry [http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd] (fuzzy,0.9200) || 5:maintain data entry requirements [http://data.europa.eu/esco/skill/88564d2d-2dc9-4789-864a-f9cb73f389ec] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/1f97f6e6-0ac7-4e77-88ab-2e3801c5a223,http://data.europa.eu/esco/skill/4b3c8605-819d-4b38-83fc-f23663e78dc9;http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,
22650051,AVIATION,success,CUSTOMER SERVICE REP Career Focus To find a long term career that is enjoyable and a great place to work. Being able to support a family is a big plus as well! Core Qualifications Operations management Natural leader Proficiency in management and Weapons training aircraft safety Proficient communicator Quick learner Motivated Computer proficient Background checks Microsoft Office Strong analytical skills File/records maintenance Excellent problem solving skills Reports generation and analysis Ch,"1:warfare specialist [http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4] (fuzzy,0.9200)","1:first aid [http://data.europa.eu/esco/skill/f7464f30-662b-4177-85a0-3df9693e9e58] (exact,1.0000) || 2:logistics [http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb] (exact,1.0000) || 3:operations management [http://data.europa.eu/esco/skill/2d140a3a-45a6-4248-80dd-b3760ebc9cc6] (exact,1.0000) || 4:first response [http://data.europa.eu/esco/skill/eaa4cdc0-43e0-4388-9b8a-e2779218d10e] (alt_label,0.9500) || 5:apply change management [http://data.europa.eu/esco/skill/3c03ee71-4a23-448f-b79e-81fd75d27dca] (alt_label,0.9500) || 6:radars [http://data.europa.eu/esco/skill/286d0e0d-48e9-4210-b110-b1fbf04c35f1] (alt_label,0.9500) || 7:use microsoft office [http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535] (fuzzy,0.9200) || 8:Microsoft Access [http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e] (fuzzy,0.9200) || 9:solve problems [http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869] (fuzzy,0.9200) || 10:automotive diagnostic equipment [http://data.europa.eu/esco/skill/187f82c7-b165-4e6b-b327-704e38e85cdd] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4,http://data.europa.eu/esco/skill/f7464f30-662b-4177-85a0-3df9693e9e58;http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,
23985183,AVIATION,success,"OPERATION MANAGER www.linkedin.com/in/raymondstrange Special Hiring Auth: Veterans Pref (VEOA) Skills Secret Security Clearance Project management Budget analysis Training / Development Schedule management Critical thinking Team building Written and oral communication skills Process improvement Microsoft Office Suite expert Summary Accomplished Operation Management professional with 20+ years' with a broad scope of experience driving process improvements, financial administrative, and staff prod","1:business manager [http://data.europa.eu/esco/occupation/544cd9cf-e2ee-4ac0-8a02-7147af6b97d7] (alt_label,0.9800) || 2:lottery manager [http://data.europa.eu/esco/occupation/49ca9fe4-4513-4657-b27f-eaad11e6158a] (alt_label,0.9650) || 3:gambling manager [http://data.europa.eu/esco/occupation/146f2c99-3f8b-4856-95ba-3ecfea681809] (alt_label,0.9500) || 4:healthcare institution manager [http://data.europa.eu/esco/occupation/4a29eab1-5f02-4723-a863-e2d5a0614dfa] (alt_label,0.9500) || 5:public health policy officer [http://data.europa.eu/esco/occupation/d4d6842b-27f0-4222-85db-c542acf6d434] (alt_label,0.9500) || 6:metal production manager [http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d] (fuzzy,0.8937) || 7:mine manager [http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada] (fuzzy,0.8937) || 8:logistics and distribution manager [http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5] (fuzzy,0.8921)","1:project management [http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388] (exact,1.0000) || 2:project commissioning [http://data.europa.eu/esco/skill/4ca91852-c534-4b98-ab1c-59a126534c88] (alt_label,0.9500) || 3:financial management [http://data.europa.eu/esco/skill/52e53619-fa77-4f72-b237-5e4aae784dc2] (fuzzy,0.8433)",http://data.europa.eu/esco/occupation/544cd9cf-e2ee-4ac0-8a02-7147af6b97d7,http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388;http://data.europa.eu/esco/skill/4ca91852-c534-4b98-ab1c-59a126534c88,
24647794,ENGINEERING,success,"ENGINEERING INTERN Profile Proficient Entry Level Electrical Engineer with excellent technical, analytical and communication skills. Willing to relocate anywhere in the US. Skills Testing | Troubleshooting | Embedded Hardware & Software |Microprocessors | Computer|systems | Hardware & Software design | Digital signal processing | Analog and Digital Filter design| Reading Circuit Schematics| Circuit Design and Analysis | Digital logic | Soldering | Project management|Electronics | Low and High vo","1:industrial machinery mechanic [http://data.europa.eu/esco/occupation/269c47e7-9017-4aa6-bce8-49e89a696a64] (fuzzy,0.8478)","1:microprocessors [http://data.europa.eu/esco/skill/8a211052-4bec-49c2-9b4e-7914c37d21b4] (exact,1.0000) || 2:project management [http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388] (exact,1.0000) || 3:electronics [http://data.europa.eu/esco/skill/95c35c3a-035f-47c2-90cf-7e934d20fc08] (exact,1.0000) || 4:MATLAB [http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d] (exact,1.0000) || 5:robotic components [http://data.europa.eu/esco/skill/7a950986-27fe-4b6c-adf3-88f211e77019] (alt_label,0.9500) || 6:project commissioning [http://data.europa.eu/esco/skill/4ca91852-c534-4b98-ab1c-59a126534c88] (alt_label,0.9500) || 7:computer vision [http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669] (alt_label,0.9500) || 8:troubleshoot [http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40] (alt_label,0.9500) || 9:signal processing [http://data.europa.eu/esco/skill/cfa2be0d-96d5-4017-a866-962efb9c5070] (alt_label,0.9500) || 10:soldering techniques [http://data.europa.eu/esco/skill/0bb4b474-da3a-45ce-9de3-0c964d84e73f] (alt_label,0.9500)",http://data.europa.eu/esco/occupation/269c47e7-9017-4aa6-bce8-49e89a696a64,http://data.europa.eu/esco/skill/8a211052-4bec-49c2-9b4e-7914c37d21b4;http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388,
25101183,FINANCE,success,"DIRECTOR OF FINANCE Accomplishments SENIOR FINANCIAL ANALYST / IT PROJECT / PROGRAM CONSULTANT Business Case Management | Sarbanes-Oxley | Process Improvement Directed IT financial planning and analysis for a $120-million departmentâ€”developed business cases, mitigated risks, and managed forecasting, operations, and budgets. Led all IT audits for Sarbanes-Oxley documentation and testing, as well process improvement initiatives. Improved Project Management processes through the implementation of","1:accountant [http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897] (exact,1.0000) || 2:financial controller [http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd] (alt_label,0.9500) || 3:video and motion picture director [http://data.europa.eu/esco/occupation/1a7fb683-6544-4442-b54c-ec72ef468ff0] (fuzzy,0.9200) || 4:sport facility manager [http://data.europa.eu/esco/occupation/825ab049-2f0c-4acf-b402-9c6bb51acca2] (fuzzy,0.9200)","1:business analysis [http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6] (exact,1.0000) || 2:financial analysis [http://data.europa.eu/esco/skill/99571e68-801f-49af-a897-5f75996642e1] (exact,1.0000) || 3:program management [http://data.europa.eu/esco/skill/06d09f70-6ca8-4078-be72-4c2c2a11ee61] (exact,1.0000) || 4:project management [http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388] (exact,1.0000) || 5:business processes [http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5] (alt_label,0.9500) || 6:project commissioning [http://data.europa.eu/esco/skill/4ca91852-c534-4b98-ab1c-59a126534c88] (alt_label,0.9500) || 7:manage contracts [http://data.europa.eu/esco/skill/92721092-fe7c-4689-96bd-4f02385bc0e7] (alt_label,0.9500) || 8:analyse information systems [http://data.europa.eu/esco/skill/ed5bbc64-7017-4e2e-b44e-65df88013a84] (fuzzy,0.9200) || 9:operate mailing information systems [http://data.europa.eu/esco/skill/a3bd38a7-06e4-4e9c-8bbc-75aa36871801] (fuzzy,0.9200) || 10:evaluate project plans [http://data.europa.eu/esco/skill/2db2d9a8-298d-4d1a-a194-d3282e70d6cb] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897,http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6;http://data.europa.eu/esco/skill/99571e68-801f-49af-a897-5f75996642e1,
